date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/21/2025,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,"6,233","$1,052,192.73",1.29%
03/21/2025,PRNT,MOOG INC-CLASS A,MOG/A,615394202,"5,813","$1,018,263.21",1.25%
03/21/2025,PRNT,VOESTALPINE AG,VOE,4943402,"4,796","$130,550.14",0.16%
03/21/2025,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,"5,204","$121,322.74",0.15%
03/21/2025,PRNT,SANDVIK AB,SAND,B1VQ252,"4,976","$114,402.10",0.14%
03/21/2025,PRNT,TORAY INDUSTRIES INC,3402,6897143,"14,505","$103,972.73",0.13%
03/21/2025,PRNT,ARKEMA,AKE,B0Z5YZ2,"1,214","$101,588.30",0.12%
03/21/2025,PRNT,SGL CARBON SE,SGL,4818351,"21,648","$94,570.20",0.12%
03/21/2025,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"85,915","$85,914.82",0.11%
03/21/2025,PRNT,3M CO,MMM,88579Y101,605,"$91,518.35",0.11%
03/21/2025,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,"1,060","$86,400.54",0.11%
03/21/2025,PRNT,EASTMAN KODAK CO,KODK,277461406,"12,588","$81,947.88",0.10%
03/21/2025,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,920,"$82,689.60",0.10%
03/21/2025,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,"1,086","$83,545.98",0.10%
03/21/2025,PRNT,AVIENT CORP,AVNT,05368V106,"2,010","$79,696.50",0.10%
03/21/2025,PRNT,ATI INC,ATI,01741R102,"1,608","$84,050.16",0.10%
03/21/2025,PRNT,MATERION CORP,MTRN,576690101,840,"$71,668.80",0.09%
03/21/2025,PRNT,JABIL INC,JBL,466313103,518,"$74,503.94",0.09%
03/21/2025,PRNT,HEXCEL CORP,HXL,428291108,"1,320","$75,002.40",0.09%
03/21/2025,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,415,"$77,264.70",0.09%
03/21/2025,PRNT,5N PLUS INC,VNP,B2B3VZ3,"15,906","$62,115.02",0.08%
03/21/2025,PRNT,MARKFORGED HOLDING CORP,,57064N201,1,$2.74,0.00%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
